available,手に入る・利用できる,"This book is available at the library.","この本は図書館で利用できます。"
native,出生地の・原産の,"She is a native speaker of English.","彼女は英語のネイティブスピーカーです。"
political,政治（上）の,"Political issues are important.","政治的な問題は重要です。"
due,予定された・支払期日の,"The train is due to arrive at noon.","その列車は正午に到着する予定です。"
blank,空白の・無表情な,"Please leave this space blank.","この欄は空白のままにしてください。"
ancient,古代の・昔からの,"We visited an ancient temple.","私たちは古代の寺院を訪れました。"
correct,正しい・適切な,"Your answer is correct.","あなたの答えは正しいです。"
despite,～にもかかわらず,"Despite the rain, we went out.","雨にもかかわらず私たちは出かけました。"
bear,耐える・（心に）抱く,"She couldn't bear the pain.","彼女はその痛みに耐えられませんでした。"
affect,影響を及ぼす,"Lack of sleep affects your health.","睡眠不足は健康に影響を及ぼします。"
deal,扱う,"We need to deal with this problem.","私たちはこの問題に対処する必要があります。"
avoid,避ける,"Try to avoid making the same mistake.","同じ間違いをするのを避けなさい。"
relate,関連づける,"This story relates to my childhood.","この話は私の子ども時代に関係しています。"
realize,気づく・実現する,"I realized my mistake.","私は自分の間違いに気づきました。"
store,蓄える・保存する,"We store food in the refrigerator.","私たちは食べ物を冷蔵庫に保存します。"
tend,～する傾向がある,"People tend to forget small things.","人は小さなことを忘れがちです。"
concern,心配させる・関わる,"I'm concerned about my future.","私は自分の将来を心配しています。"
describe,述べる・描写する,"Can you describe the picture?","その絵を説明できますか。"
involve,関与させる・伴う,"The job involves working at night.","その仕事には夜間勤務が伴います。"
reduce,減らす,"We should reduce waste.","私たちはごみを減らすべきです。"
design,設計する・計画する,"She designed a beautiful garden.","彼女は美しい庭を設計しました。"
force,強いる,"The teacher forced him to apologize.","先生は彼に謝るよう強いました。"
suggest,提案する,"I suggest that you take a break.","休憩を取ることを提案します。"
produce,生産する・生み出す,"This factory produces cars.","この工場は車を生産しています。"
decide,決定する,"He decided to study abroad.","彼は留学することを決めました。"
offer,提供する・申し出る,"She offered to help me.","彼女は私を手伝うと申し出ました。"
require,要求する,"This job requires you to work hard.","この仕事はあなたに一生懸命働くことを求めます。"
share,共有する,"Please share this file with me.","このファイルを私と共有してください。"
increase,増加する・増やす,"The number of visitors increased.","訪問者の数が増えました。"
improve,向上させる・よくなる,"Reading books improves your English.","本を読むことは英語力を向上させます。"
mean,意味する,"This word means 'peace'.","この単語は「平和」を意味します。"
own,所有している,"He owns a small restaurant.","彼は小さなレストランを所有しています。"
include,含む,"The price includes breakfast.","料金には朝食が含まれています。"
consider,見なす・考える,"Many people consider him a genius.","多くの人は彼を天才だと考えています。"
object,反対する・目的・物体,"I object to your opinion.","私はあなたの意見に反対します。"
demand,要求する,"They demanded that he leave at once.","彼らは彼がすぐに去るよう要求しました。"
found,設立する・基礎を置く,"My grandfather founded this company.","祖父はこの会社を設立しました。"
complete,完成させる,"She completed her homework.","彼女は宿題を終えました。"
idea,考え・思いつき,"That's a great idea.","それは素晴らしい考えです。"
accord,一致・合意,"His actions are in accord with the rules.","彼の行動は規則に合っています。"
company,会社・仲間,"I enjoy your company.","私はあなたと一緒にいるのが楽しいです。"
interest,興味・利子・利害,"I'm interested in science.","私は科学に興味があります。"
encourage,励ます,"My parents encouraged me to study.","両親は私に勉強するよう励ましてくれました。"
compare,比較する・たとえる,"Don't compare yourself with others.","自分を他人と比べてはいけません。"
measure,測る・評価する,"We measured the length of the room.","私たちは部屋の長さを測りました。"
exist,存在する,"Do you believe ghosts exist?","あなたは幽霊が存在すると信じますか。"
mark,印をつける・記号・跡,"Please mark the correct answer.","正しい答えに印を付けてください。"
challenge,挑戦・課題,"She accepted the challenge.","彼女はその挑戦を受け入れました。"
depend,頼る・～次第である,"Success depends on your effort.","成功はあなたの努力次第です。"
matter,問題・重要である,"It doesn't matter.","それは重要ではありません。"
view,見解・眺め・見なす,"They view him as a leader.","彼らは彼をリーダーと見なしています。"
value,価値・重んじる,"We value your opinion.","私たちはあなたの意見を大切にしています。"
species,種・種類,"Many species are endangered.","多くの種が絶滅の危機にあります。"
thought,考え・思考,"That's an interesting thought.","それは興味深い考えです。"
knowledge,知識・認識,"He has a lot of knowledge about history.","彼は歴史について豊富な知識を持っています。"
research,研究・調査,"She is doing research on climate change.","彼女は気候変動の研究をしています。"
cause,原因・引き起こす,"Smoking causes many diseases.","喫煙は多くの病気を引き起こします。"
reason,理由・理性,"What is the reason for your absence?","欠席した理由は何ですか。"
effect,影響・効果,"Exercise has a good effect on your health.","運動は健康によい影響を与えます。"
influence,影響・影響を及ぼす,"His speech influenced many people.","彼の演説は多くの人に影響を与えました。"
situation,状況・立場,"The situation is getting better.","状況は良くなっています。"
environment,環境,"We should protect the environment.","私たちは環境を守るべきです。"
skill,技能・技術,"Communication is an important skill.","コミュニケーションは重要な技能です。"
benefit,"利益、恩恵；給付金",Both nations will enjoy a new free-trade agreement.,両国は新しい自由貿易協定から利益を得るだろう。
theory,"理論；原理；推測",There are many theories about how cancers begin.,がんがどのように始まるかについては多くの理論がある。
issue,"問題（点）；発行（物）；発表",The city council will discuss the issue of the new airport.,市議会は新空港の問題について議論する予定だ。
experiment,"実験",The scientist conducted experiments on rats.,その科学者はネズミで実験を行った。
article,"記事；条項；品物",Researchers often publish their articles in this scientific journal.,研究者はしばしばこの科学雑誌に記事を発表する。
focus,"焦点；（関心の）的",Reducing poverty is the main focus of the book.,貧困を減らすことがその本の主な焦点だ。
subject,"主題；科目；被験者",The author's next book is on the subject of space travel.,著者の次の本は宇宙旅行を主題にしている。
project,"計画；事業；学習課題",The mayor set up a new project to improve the city.,市長は街を改善するための新しい計画を立ち上げた。
quality,"質；（人間などの）特質",The company is trying to improve the quality of its products.,その会社は製品の質を向上させようとしている。
role,"役割；（俳優などの）役",Laughter plays an important role in strengthening personal relationships.,笑いは人間関係を強める上で重要な役割を果たす。
term,"（専門）用語；（～sで）条件；期間",“Hypertension” is a medical term for abnormally high blood pressure.,「高血圧」は異常に高い血圧を表す医学用語だ。
statement,"声明；主張；明細書",The politician made an official statement to the press.,その政治家は報道陣に対して公式声明を出した。
material,"材料、素材；資料；生地",The company manufactures products from only natural materials.,その会社は天然素材のみから製品を製造している。
evidence,"証拠",There is clear evidence that the suspect did not commit the crime.,容疑者がその犯罪を犯していないという明確な証拠がある。
source,"源、根源；（情報などの）出所",Solar power is a clean source of energy.,太陽光発電はクリーンなエネルギー源だ。
community,"（共同）社会；地域社会",The manager decided to implement new ideas into practice.,経営者は新しい考えを実践に移すことに決めた。

active,活動的な・積極的な,"She is an active member of the tennis club.","彼女はテニス部の活動的なメンバーです。"
digital,デジタルの・指の,"Many students use digital textbooks today.","今日では多くの学生がデジタル教科書を使っています。"
mobile,可動式の・移動しやすい,"He works with a mobile computer.","彼は持ち運びできるコンピューターを使って仕事をしています。"
novel,斬新な・新しい,"She came up with a novel idea.","彼女は斬新なアイデアを思いつきました。"
plastic,柔軟な・プラスチックの,"The toys are made of plastic.","そのおもちゃはプラスチックでできています。"
chemical,化学の・化学的な,"Scientists are studying chemical reactions.","科学者たちは化学反応を研究しています。"
necessary,必要な,"It is necessary to exercise every day.","毎日運動することが必要です。"
eventually,結局（は）,"He eventually found the answer.","彼は結局その答えを見つけました。"
notice,〜に気づく・通知,"I noticed a strange sound.","私は奇妙な音に気づきました。"
refer,言及する・参照する,"He referred to the report.","彼はその報告書に言及しました。"
approach,〜に近づく・取り組む,"She approached the station.","彼女は駅に近づきました。"
wonder,〜かなと思う・驚く,"I wonder if he is busy.","彼は忙しいのかなと思います。"
imagine,〜を想像する,"Can you imagine living on the moon?","月で暮らすことを想像できますか。"
recognize,〜を識別する・認める,"I recognized her at once.","私はすぐに彼女だと分かりました。"
solve,〜を解決する・解く,"We solved the math problem.","私たちはその数学の問題を解きました。"
argue,〜と主張する・言い争う,"They argued about money.","彼らはお金のことで口論しました。"
claim,〜を主張する・要求する,"He claimed that he was right.","彼は自分が正しいと主張しました。"
express,〜を表現する・述べる,"She expressed her feelings.","彼女は自分の気持ちを表現しました。"
draw,〜を引く・描く,"My brother drew a picture.","弟は絵を描きました。"
waste,〜を浪費する・無駄にする,"Don't waste your time.","時間を無駄にしてはいけません。"
advance,進歩する・〜を進める,"Technology has advanced rapidly.","技術は急速に進歩しました。"
gain,〜を獲得する・増す,"She gained valuable experience.","彼女は貴重な経験を得ました。"
