landmine,地雷,"The soldiers carefully avoided the landmines.","兵士たちは地雷を慎重に避けました。"
caution,注意、用心,"Please drive with caution in the rain.","雨の日は注意して運転してください。"
controversy,論争,"The decision caused a lot of controversy.","その決定は大きな論争を引き起こしました。"
consensus,合意,"The committee reached a consensus.","委員会は合意に達しました。"
retail,小売り,"She works in the retail industry.","彼女は小売業で働いています。"
fiber,繊維,"Vegetables are rich in fiber.","野菜は食物繊維が豊富です。"
scent,香り,"The scent of flowers filled the room.","花の香りが部屋中に広がりました。"
beverage,飲み物,"Cold beverages are popular in summer.","夏は冷たい飲み物が人気です。"
supplement,補助食品、補足,"He takes a vitamin supplement every day.","彼は毎日ビタミンのサプリメントを飲んでいます。"
diabetes,糖尿病,"Regular exercise can help prevent diabetes.","定期的な運動は糖尿病の予防に役立ちます。"
province,州、県、省,"He was born in a small province.","彼は小さな州（省）で生まれました。"
reef,サンゴ礁,"Many colorful fish live around the reef.","多くの色鮮やかな魚がサンゴ礁の周りに住んでいます。"
microbe,微生物,"Some microbes are useful to humans.","微生物の中には人間に役立つものもあります。"
excess,過剰、超過,"Excess sugar is bad for your health.","過剰な糖分は健康によくありません。"
gallery,美術館、画廊,"We visited an art gallery yesterday.","私たちは昨日美術館を訪れました。"
fame,名声,"The actor gained worldwide fame.","その俳優は世界的な名声を得ました。"
deadline,締め切り,"I must finish the report before the deadline.","締め切りまでにレポートを終えなければなりません。"
undergraduate,大学生、学部生,"She is an undergraduate at Kyoto University.","彼女は京都大学の学部生です。"
slavery,奴隷制度,"Slavery was abolished many years ago.","奴隷制度は何年も前に廃止されました。"
prey,獲物,"The lion chased its prey.","ライオンは獲物を追いかけました。"
mess,散らかった状態、混乱,"His room is always a mess.","彼の部屋はいつも散らかっています。"
recession,不況,"Many companies suffered during the recession.","多くの企業が不況の間に苦しみました。"
retreat,撤退、退却,"The army was forced to retreat.","その軍隊は撤退を余儀なくされました。"
grave,墓、重大な,"They visited their grandfather's grave.","彼らは祖父の墓を訪れました。"
column,柱、欄,"Read the sports column in today's newspaper.","今日の新聞のスポーツ欄を読んでください。"
scenery,景色、風景,"The mountain scenery was beautiful.","山の景色は美しかったです。"
plot,筋書き、区画,"The movie has an exciting plot.","その映画にはわくわくする筋書きがあります。"
sculpture,彫刻,"The museum displayed a famous sculpture.","その美術館には有名な彫刻が展示されていました。"
tablet,錠剤、タブレット,"Take one tablet after each meal.","毎食後に錠剤を1つ飲んでください。"
dense,密集した、濃い,"The forest is very dense.","その森はとても深く生い茂っています。"
exotic,異国風の、珍しい,"They served exotic fruits.","彼らは珍しい果物を出しました。"
acid,酸,"Lemons contain citric acid.","レモンにはクエン酸が含まれています。"
bitter,苦い,"This medicine tastes bitter.","この薬は苦い味がします。"
