negotiate,交渉する,"They negotiated a better price for the car.","彼らはその車のより良い価格を交渉しました。"
grasp,理解する、つかむ,"She quickly grasped the main idea of the story.","彼女はその物語の要点をすぐに理解しました。"
donate,寄付する,"Many people donated money to the charity.","多くの人がその慈善団体にお金を寄付しました。"
arrest,逮捕する,"The police arrested the suspect yesterday.","警察は昨日その容疑者を逮捕しました。"
crack,ひびが入る、ひびを入れる,"Be careful not to crack the glass.","ガラスにひびを入れないように気を付けてください。"
tap,軽くたたく,"He tapped me on the shoulder.","彼は私の肩を軽くたたきました。"
split,分割する,"Let's split the bill equally.","割り勘にしましょう。"
forecast,予想する、予測する,"The weather forecast predicts rain tomorrow.","天気予報は明日雨と予想しています。"
exclude,除外する,"The price excludes tax.","その価格には税金が含まれていません。"
overlook,見落とす,"I overlooked an important detail.","私は重要な点を見落としました。"
burst,破裂する,"The balloon burst with a loud noise.","風船は大きな音を立てて破裂しました。"
heal,治る,"The wound healed quickly.","傷はすぐに治りました。"
forbid,禁止する,"My parents forbid me to stay out late.","両親は私が遅くまで外出することを禁じています。"
install,インストールする,"I installed a new app on my phone.","私はスマートフォンに新しいアプリをインストールしました。"
diminish,減らす,"Regular exercise can diminish stress.","定期的な運動はストレスを減らすことができます。"
cite,引用する,"Please cite your sources in the report.","レポートでは情報源を引用してください。"
quote,引用する,"She quoted a famous author in her speech.","彼女はスピーチで有名な作家の言葉を引用しました。"
dispute,異議を唱える,"He disputed the judge's decision.","彼は裁判官の判断に異議を唱えました。"
highlight,目立たせる,"The report highlights the key issues.","その報告書は重要な問題を目立たせています。"
distract,そらす,"The noise distracted me from my work.","その騒音で仕事に集中できませんでした。"
cheat,だます,"He cheated on the exam.","彼は試験で不正をしました。"
foster,はぐくむ,"Parents should foster their children's creativity.","親は子どもの創造性を育むべきです。"
obey,従う,"You must obey the school rules.","学校の規則に従わなければなりません。"
bend,曲げる,"Don't bend the card.","そのカードを曲げないでください。"
deprive,奪う,"The accident deprived him of his confidence.","その事故は彼から自信を奪いました。"
govern,統治する,"The country is governed by elected officials.","その国は選挙で選ばれた役人によって統治されています。"
log,ログオンする,"Please log in before using the website.","ウェブサイトを利用する前にログオンしてください。"
transmit,伝える,"The radio transmits news every hour.","そのラジオは毎時間ニュースを伝えます。"
bully,いじめる,"Some students bullied the new boy.","何人かの生徒が新しい男の子をいじめました。"
leap,跳ぶ,"The cat leaped over the fence.","その猫はフェンスを跳び越えました。"
astonish,驚かす,"Her performance astonished everyone.","彼女の演技はみんなを驚かせました。"
thrill,ぞくぞくさせる,"The exciting game thrilled the fans.","その白熱した試合はファンをぞくぞくさせました。"
nod,うなずく,"She nodded in agreement.","彼女は賛成してうなずきました。"
bow,おじぎする,"He bowed politely to the audience.","彼は観客に丁寧におじぎをしました。"
blend,混ぜる,"Blend the milk with the eggs.","牛乳と卵を混ぜてください。"
complicate,複雑にする,"Don't complicate the problem.","問題を複雑にしないでください。"
pitch,投げる,"He pitched the ball to the catcher.","彼は捕手に向かってボールを投げました。"
persist,固執する,"She persisted in her efforts.","彼女は努力を続けました。"
dedicate,ささげる,"He dedicated his life to science.","彼は人生を科学にささげました。"
equip,備えつける,"The classroom is equipped with computers.","その教室にはコンピューターが備え付けられています。"
premise,前提,"The argument is based on a false premise.","その議論は誤った前提に基づいています。"
input,入力,"Please input your password.","パスワードを入力してください。"
merit,長所,"Hard work is one of his greatest merits.","勤勉さは彼の最大の長所の一つです。"
sympathy,同情,"I felt sympathy for the injured dog.","私はけがをした犬に同情しました。"
compliment,賛辞、表彰,"She received a compliment on her presentation.","彼女はプレゼンテーションを褒められました。"
infrastructure,インフラ、社会的基盤,"The government invested in transportation infrastructure.","政府は交通インフラに投資しました。"
ray,光線,"A ray of sunlight came through the window.","一筋の太陽の光が窓から差し込みました。"
distress,苦悩,"She was in great distress after the accident.","彼女は事故の後、大きな苦悩の中にいました。"
joint,関節,"He injured his knee joint while playing soccer.","彼はサッカー中にひざの関節を痛めました。"
expedition,探検、遠征,"The team went on an expedition to Antarctica.","そのチームは南極へ探検に出かけました。"
adolescent,青年、思春期の若者,"Many adolescents enjoy playing sports.","多くの思春期の若者はスポーツを楽しみます。"
shade,日陰、陰,"We rested in the shade of a tree.","私たちは木陰で休みました。"
jury,陪審員団,"The jury found the defendant guilty.","陪審員団は被告に有罪の評決を下しました。"
ethic,倫理、道徳,"Honesty is an important ethic in business.","正直さはビジネスにおける重要な倫理です。"
penalty,罰、刑罰,"He received a penalty for breaking the rules.","彼は規則を破って罰を受けました。"
faculty,能力、学部,"She has a faculty for learning languages.","彼女には語学を学ぶ才能があります。"
scheme,計画、企て,"The government introduced a new education scheme.","政府は新しい教育計画を導入しました。"
nutrition,栄養,"Good nutrition is important for children.","良い栄養は子どもたちにとって重要です。"
particle,粒子,"Dust particles floated in the air.","ほこりの粒子が空中に漂っていました。"
molecule,分子,"A water molecule consists of two hydrogen atoms and one oxygen atom.","水分子は2つの水素原子と1つの酸素原子から成ります。"
nationality,国籍,"Please write your nationality on the form.","用紙に国籍を書いてください。"
poll,世論調査、投票,"The poll showed strong public support.","その世論調査は国民の強い支持を示しました。"
clinic,診療所,"She visited the clinic for a checkup.","彼女は健康診断のため診療所を訪れました。"
dementia,認知症,"The hospital provides care for patients with dementia.","その病院は認知症の患者をケアしています。"
fatigue,疲労,"After the long trip, he felt great fatigue.","長旅の後、彼はひどい疲労を感じました。"
dilemma,ジレンマ,"She faced a difficult dilemma.","彼女は難しいジレンマに直面しました。"
queue,列、順番待ち,"We stood in a long queue for tickets.","私たちはチケットを買うために長い列に並びました。"
curve,曲線、カーブ,"The road has a sharp curve ahead.","この先の道路には急カーブがあります。"
narrative,物語、話,"The novel has an interesting narrative.","その小説には興味深い物語があります。"
fingerprint,指紋,"The police found a fingerprint at the scene.","警察は現場で指紋を見つけました。"
file,ファイル、書類,"Please save the file before closing it.","閉じる前にファイルを保存してください。"
wilderness,荒野、自然地域,"They explored the wilderness for several days.","彼らは数日間荒野を探検しました。"
pesticide,農薬,"Farmers use pesticides to protect crops.","農家は作物を守るために農薬を使います。"
panic,パニック、恐慌,"The fire caused widespread panic.","その火事は広い範囲でパニックを引き起こしました。"
fabric,布地、織物,"This fabric feels very soft.","この布地はとても柔らかいです。"
fantasy,空想、幻想,"She enjoys reading fantasy novels.","彼女はファンタジー小説を読むのが好きです。"
fancy,高級な、しゃれた,"They stayed at a fancy hotel.","彼らは高級なホテルに泊まりました。"
virtue,美徳、長所,"Patience is a great virtue.","忍耐は大きな美徳です。"
grateful,感謝している,"I'm grateful for your help.","あなたの助けに感謝しています。"
valid,有効な、妥当な,"Your passport is still valid.","あなたのパスポートはまだ有効です。"
elaborate,精巧な、手の込んだ,"She wore an elaborate costume.","彼女は手の込んだ衣装を着ていました。"
moderate,適度な、穏やかな,"Moderate exercise is good for your health.","適度な運動は健康に良いです。"
dynamic,活動的な、動的な,"She is a dynamic leader.","彼女は活動的なリーダーです。"
brave,勇敢な,"The brave firefighter saved the child.","勇敢な消防士はその子どもを助けました。"
brilliant,すばらしい、優秀な,"She gave a brilliant performance.","彼女はすばらしい演技をしました。"
tremendous,ものすごい、莫大な,"The project was a tremendous success.","その計画は大成功でした。"
oral,口頭の、口の,"We had an oral exam today.","今日は口頭試験がありました。"
innocent,無実の、無邪気な,"The man was found innocent.","その男性は無実と判断されました。"
subsequent,その後の、次の,"Subsequent events proved him right.","その後の出来事で彼が正しかったことが証明されました。"
shallow,浅い,"The river is shallow here.","この川はここでは浅いです。"
indifferent,無関心な,"He seemed indifferent to the news.","彼はその知らせに無関心なようでした。"
inferior,劣った、下位の,"This product is inferior in quality.","この製品は品質が劣っています。"
awkward,ぎこちない、気まずい,"There was an awkward silence.","気まずい沈黙が流れました。"
obese,肥満した,"The doctor advised the obese patient to exercise.","医師は肥満した患者に運動を勧めました。"
pregnant,妊娠している,"She is pregnant with her first child.","彼女は第一子を妊娠しています。"
intimate,親密な,"They have been intimate friends for years.","彼らは長年親しい友人です。"
medieval,中世の,"We visited a medieval castle.","私たちは中世の城を訪れました。"
sacred,神聖な,"This temple is a sacred place.","この寺院は神聖な場所です。"
simultaneously,同時に,"The two runners crossed the finish line simultaneously.","2人のランナーは同時にゴールしました。"
versus,〜対〜,"Today's game is Japan versus Brazil.","今日の試合は日本対ブラジルです。"
expedition,探検、遠征,"The team went on an expedition to Antarctica.","そのチームは南極へ探検に出かけました。"
adolescent,青年、思春期の若者,"Many adolescents enjoy playing sports.","多くの思春期の若者はスポーツを楽しみます。"
shade,日陰、陰,"We rested in the shade of a tree.","私たちは木陰で休みました。"
jury,陪審員団,"The jury found the defendant guilty.","陪審員団は被告に有罪の評決を下しました。"
ethic,倫理、道徳,"Honesty is an important ethic in business.","正直さはビジネスにおける重要な倫理です。"
penalty,罰、刑罰,"He received a penalty for breaking the rules.","彼は規則を破って罰を受けました。"
faculty,能力、学部,"She has a faculty for learning languages.","彼女には語学を学ぶ才能があります。"
scheme,計画、企て,"The government introduced a new education scheme.","政府は新しい教育計画を導入しました。"
nutrition,栄養,"Good nutrition is important for children.","良い栄養は子どもたちにとって重要です。"
particle,粒子,"Dust particles floated in the air.","ほこりの粒子が空中に漂っていました。"
molecule,分子,"A water molecule consists of two hydrogen atoms and one oxygen atom.","水分子は2つの水素原子と1つの酸素原子から成ります。"
nationality,国籍,"Please write your nationality on the form.","用紙に国籍を書いてください。"
poll,世論調査、投票,"The poll showed strong public support.","その世論調査は国民の強い支持を示しました。"
clinic,診療所,"She visited the clinic for a checkup.","彼女は健康診断のため診療所を訪れました。"
dementia,認知症,"The hospital provides care for patients with dementia.","その病院は認知症の患者をケアしています。"
fatigue,疲労,"After the long trip, he felt great fatigue.","長旅の後、彼はひどい疲労を感じました。"
dilemma,ジレンマ,"She faced a difficult dilemma.","彼女は難しいジレンマに直面しました。"
queue,列、順番待ち,"We stood in a long queue for tickets.","私たちはチケットを買うために長い列に並びました。"
curve,曲線、カーブ,"The road has a sharp curve ahead.","この先の道路には急カーブがあります。"
narrative,物語、話,"The novel has an interesting narrative.","その小説には興味深い物語があります。"
fingerprint,指紋,"The police found a fingerprint at the scene.","警察は現場で指紋を見つけました。"
file,ファイル、書類,"Please save the file before closing it.","閉じる前にファイルを保存してください。"
wilderness,荒野、自然地域,"They explored the wilderness for several days.","彼らは数日間荒野を探検しました。"
pesticide,農薬,"Farmers use pesticides to protect crops.","農家は作物を守るために農薬を使います。"
panic,パニック、恐慌,"The fire caused widespread panic.","その火事は広い範囲でパニックを引き起こしました。"
fabric,布地、織物,"This fabric feels very soft.","この布地はとても柔らかいです。"
fantasy,空想、幻想,"She enjoys reading fantasy novels.","彼女はファンタジー小説を読むのが好きです。"
fancy,高級な、しゃれた,"They stayed at a fancy hotel.","彼らは高級なホテルに泊まりました。"
virtue,美徳、長所,"Patience is a great virtue.","忍耐は大きな美徳です。"
grateful,感謝している,"I'm grateful for your help.","あなたの助けに感謝しています。"
valid,有効な、妥当な,"Your passport is still valid.","あなたのパスポートはまだ有効です。"
elaborate,精巧な、手の込んだ,"She wore an elaborate costume.","彼女は手の込んだ衣装を着ていました。"
moderate,適度な、穏やかな,"Moderate exercise is good for your health.","適度な運動は健康に良いです。"
dynamic,活動的な、動的な,"She is a dynamic leader.","彼女は活動的なリーダーです。"
brave,勇敢な,"The brave firefighter saved the child.","勇敢な消防士はその子どもを助けました。"
brilliant,すばらしい、優秀な,"She gave a brilliant performance.","彼女はすばらしい演技をしました。"
tremendous,ものすごい、莫大な,"The project was a tremendous success.","その計画は大成功でした。"
oral,口頭の、口の,"We had an oral exam today.","今日は口頭試験がありました。"
innocent,無実の、無邪気な,"The man was found innocent.","その男性は無実と判断されました。"
subsequent,その後の、次の,"Subsequent events proved him right.","その後の出来事で彼が正しかったことが証明されました。"
shallow,浅い,"The river is shallow here.","この川はここでは浅いです。"
